Process,Burst time,Arrival Time,,Arrival Time(normalized)
P3193,243,31,,0.31
P3194,238,92.75,,0.9275
P3195,188,38.5,,0.385
P3196,242,46.5,,0.465
P3197,261,76.25,,0.7625
P3198,211,69.75,,0.6975
P3199,64,61.75,,0.6175
P3200,185,47.5,,0.475
P3201,179,67.75,,0.6775
P3202,248,69.5,,0.695
P3203,197,41.25,,0.4125
P3204,199,52,,0.52
P3205,222,82,,0.82
P3206,282,75.5,,0.755
P3207,257,55,,0.55
P3208,217,40.75,,0.4075
P3209,268,62,,0.62
P3210,279,88.75,,0.8875
P3211,257,87.5,,0.875
P3212,183,46.5,,0.465
P3213,182,54.75,,0.5475
P3214,226,45.75,,0.4575
P3215,143,46.25,,0.4625
P3216,245,48.5,,0.485
P3217,237,37.75,,0.3775
P3218,284,47.75,,0.4775
P3219,240,11.75,,0.1175
P3220,298,52.75,,0.5275
P3221,216,67.25,,0.6725
P3222,208,54.25,,0.5425
P3223,216,36,,0.36
P3224,292,46,,0.46
P3225,253,27.25,,0.2725
P3226,203,56.25,,0.5625
P3227,219,27.25,,0.2725
P3228,290,49.75,,0.4975
P3229,192,65.5,,0.655
P3230,175,69,,0.69
P3231,285,43.75,,0.4375
P3232,128,52.25,,0.5225
P3233,265,41.25,,0.4125
P3234,173,48.75,,0.4875
P3235,92,42,,0.42
P3236,198,46.5,,0.465
P3237,329,49.75,,0.4975
P3238,256,51.25,,0.5125
P3239,88,57,,0.57
P3240,129,52.75,,0.5275
P3241,147,35.75,,0.3575
P3242,277,42,,0.42
P3243,227,33.25,,0.3325
P3244,225,52.75,,0.5275
P3245,207,46.75,,0.4675
P3246,112,34,,0.34
P3247,202,31.25,,0.3125
P3248,198,45.5,,0.455
P3249,239,42.75,,0.4275
P3250,258,32.25,,0.3225
P3251,211,60.25,,0.6025
P3252,128,63,,0.63
P3253,198,41.5,,0.415
P3254,195,52,,0.52
P3255,164,43.5,,0.435
P3256,191,43,,0.43
P3257,140,61.75,,0.6175
P3258,171,77.75,,0.7775
P3259,193,31.75,,0.3175
P3260,212,57.25,,0.5725
P3261,196,81,,0.81
P3262,185,51,,0.51
P3263,262,68,,0.68
P3264,237,70.75,,0.7075
P3265,194,50.75,,0.5075
P3266,254,50,,0.5
P3267,229,63.5,,0.635
P3268,329,46,,0.46
P3269,236,70.5,,0.705
P3270,213,42.25,,0.4225
P3271,144,50.75,,0.5075
P3272,150,45.25,,0.4525
P3273,262,14.5,,0.145
P3274,242,41.5,,0.415
P3275,205,69.75,,0.6975
P3276,230,64,,0.64
P3277,187,49,,0.49
P3278,89,77,,0.77
P3279,264,40.75,,0.4075
P3280,253,42.5,,0.425
P3281,238,88.75,,0.8875
P3282,203,50.25,,0.5025
P3283,165,22.75,,0.2275
P3284,194,76,,0.76
P3285,230,19.75,,0.1975
P3286,232,37.75,,0.3775
P3287,167,43.25,,0.4325
P3288,209,32.5,,0.325
P3289,291,49,,0.49
P3290,217,43.5,,0.435
P3291,189,35.75,,0.3575
P3292,237,52.25,,0.5225
P3293,97,72.5,,0.725
P3294,317,57,,0.57
P3295,210,52.25,,0.5225
P3296,254,100,,1
P3297,133,81,,0.81
P3298,216,60.75,,0.6075
P3299,171,52.25,,0.5225
P3300,255,30.25,,0.3025
P3301,224,54.25,,0.5425
P3302,241,56.25,,0.5625
P3303,109,28.5,,0.285
P3304,235,51.75,,0.5175
P3305,270,52.5,,0.525
P3306,283,54.5,,0.545
P3307,139,85,,0.85
P3308,182,15.25,,0.1525
P3309,271,37.5,,0.375
P3310,241,5,,0.05
P3311,252,43.75,,0.4375
P3312,176,43.5,,0.435
P3313,288,60,,0.6
P3314,210,46.5,,0.465
P3315,262,35.25,,0.3525
P3316,219,66.5,,0.665
P3317,100,67.25,,0.6725
P3318,323,49,,0.49
P3319,280,30.75,,0.3075
P3320,168,71,,0.71
P3321,195,39.5,,0.395
P3322,226,41.5,,0.415
P3323,154,84.25,,0.8425
P3324,136,74.25,,0.7425
P3325,219,40,,0.4
P3326,290,38.5,,0.385
P3327,151,65.25,,0.6525
P3328,235,51.5,,0.515
P3329,309,76.75,,0.7675
P3330,169,36.25,,0.3625
P3331,189,66.25,,0.6625
P3332,256,59.25,,0.5925
P3333,205,60,,0.6
P3334,243,61.5,,0.615
P3335,179,51,,0.51
P3336,280,43.75,,0.4375
P3337,198,79.5,,0.795
P3338,250,22.75,,0.2275
P3339,229,68.75,,0.6875
P3340,193,18.5,,0.185
P3341,160,66.75,,0.6675
P3342,141,82.75,,0.8275
P3343,271,72.5,,0.725
P3344,171,71.25,,0.7125
P3345,184,78.75,,0.7875
P3346,198,62.5,,0.625
P3347,117,35.25,,0.3525
P3348,140,85.25,,0.8525
P3349,276,79.25,,0.7925
P3350,250,34,,0.34
P3351,372,16.75,,0.1675
P3352,209,48.25,,0.4825
P3353,298,39.25,,0.3925
P3354,263,25.75,,0.2575
P3355,223,68,,0.68
P3356,157,56.75,,0.5675
P3357,232,48.5,,0.485
P3358,212,44,,0.44
P3359,183,30,,0.3
P3360,252,57,,0.57
P3361,78,31.25,,0.3125
P3362,167,36.25,,0.3625
P3363,190,75,,0.75
P3364,205,47.75,,0.4775
P3365,181,50,,0.5
P3366,204,45.5,,0.455
P3367,264,65.75,,0.6575
P3368,237,85,,0.85
P3369,246,38.75,,0.3875
P3370,173,43.5,,0.435
P3371,311,17.25,,0.1725
P3372,206,65.25,,0.6525
P3373,288,64,,0.64
P3374,213,41.5,,0.415
P3375,152,37,,0.37
P3376,148,59,,0.59
P3377,109,54,,0.54
P3378,248,39.75,,0.3975
P3379,232,50.75,,0.5075
P3380,226,50.5,,0.505
P3381,94,26.75,,0.2675
P3382,278,46.75,,0.4675
P3383,322,50.25,,0.5025
P3384,268,34.5,,0.345
P3385,275,73,,0.73
P3386,243,45.75,,0.4575
P3387,244,52.75,,0.5275
P3388,174,57.5,,0.575
P3389,147,30,,0.3
P3390,337,34,,0.34
P3391,321,28.25,,0.2825
P3392,248,76.5,,0.765
P3393,224,93,,0.93
P3394,190,45,,0.45
P3395,190,46.25,,0.4625
P3396,211,51,,0.51
P3397,212,40.5,,0.405
P3398,182,54.75,,0.5475
P3399,309,41.25,,0.4125
P3400,226,11.5,,0.115
P3401,266,50,,0.5
P3402,239,54.25,,0.5425
P3403,238,48.5,,0.485
P3404,209,56.5,,0.565
P3405,258,39.75,,0.3975
P3406,164,46.25,,0.4625
P3407,142,66.75,,0.6675
P3408,81,13.5,,0.135
P3409,195,50.75,,0.5075
P3410,150,75.25,,0.7525
P3411,158,53,,0.53
P3412,197,65,,0.65
P3413,166,61.5,,0.615
P3414,178,76,,0.76
P3415,307,46,,0.46
P3416,217,86.25,,0.8625
P3417,110,63.5,,0.635
P3418,190,68,,0.68
P3419,181,50.25,,0.5025
P3420,166,47,,0.47
P3421,199,37.25,,0.3725
P3422,170,87.25,,0.8725
P3423,233,59.25,,0.5925
P3424,176,54.25,,0.5425
P3425,168,37.75,,0.3775
P3426,140,51.75,,0.5175
P3427,281,43,,0.43
P3428,169,75,,0.75
P3429,119,58.75,,0.5875
P3430,178,26,,0.26
P3431,308,42.75,,0.4275
P3432,125,52.5,,0.525
P3433,268,73.25,,0.7325
P3434,188,46.25,,0.4625
P3435,204,44.5,,0.445
P3436,283,51,,0.51
P3437,129,54,,0.54
P3438,210,48.75,,0.4875
P3439,156,42,,0.42
P3440,220,61.75,,0.6175
P3441,246,30.25,,0.3025
P3442,252,20.75,,0.2075
P3443,265,67,,0.67
P3444,181,74.75,,0.7475
P3445,178,56.5,,0.565
P3446,181,51.5,,0.515
P3447,187,42.5,,0.425
P3448,151,61.25,,0.6125
P3449,254,38.25,,0.3825
P3450,339,66.5,,0.665
P3451,228,56.5,,0.565
P3452,246,78.25,,0.7825
P3453,158,49.75,,0.4975
P3454,275,49.25,,0.4925
P3455,193,51.5,,0.515
P3456,202,39.75,,0.3975
P3457,217,50.25,,0.5025
P3458,257,57,,0.57
P3459,135,45.75,,0.4575
P3460,156,51.25,,0.5125
P3461,113,22,,0.22
P3462,178,79,,0.79
P3463,159,32.5,,0.325
P3464,206,43.5,,0.435
P3465,145,85.5,,0.855
P3466,277,58.25,,0.5825
P3467,109,56,,0.56
P3468,261,59.5,,0.595
P3469,290,61.75,,0.6175
P3470,174,22.25,,0.2225
P3471,234,52.75,,0.5275
P3472,145,37,,0.37
P3473,327,63.5,,0.635
P3474,305,44.25,,0.4425
P3475,168,55.75,,0.5575
P3476,157,37.75,,0.3775
P3477,181,55.5,,0.555
P3478,220,34.25,,0.3425
P3479,147,17.75,,0.1775
P3480,215,46,,0.46
P3481,172,59,,0.59
P3482,167,42.25,,0.4225
P3483,190,36,,0.36
P3484,275,46.25,,0.4625
P3485,89,32.25,,0.3225
P3486,202,57.25,,0.5725
P3487,213,63.75,,0.6375
P3488,232,42,,0.42
P3489,133,69.5,,0.695
P3490,202,58.5,,0.585
P3491,109,23,,0.23
P3492,217,44,,0.44
P3493,221,53.5,,0.535
P3494,195,61.75,,0.6175
P3495,212,38.25,,0.3825
P3496,204,39.5,,0.395
P3497,264,88.25,,0.8825
P3498,158,63.75,,0.6375
P3499,142,55.5,,0.555
P3500,167,45,,0.45
P3501,271,53.5,,0.535
P3502,177,28.75,,0.2875
P3503,162,55.25,,0.5525
P3504,347,69.25,,0.6925
P3505,216,40.5,,0.405
P3506,167,65.25,,0.6525
P3507,264,54.75,,0.5475
P3508,231,77.75,,0.7775
P3509,130,57.25,,0.5725
P3510,243,41.75,,0.4175
P3511,207,74.75,,0.7475
P3512,219,60,,0.6
P3513,171,13.5,,0.135
P3514,173,64.25,,0.6425
P3515,170,39.5,,0.395
P3516,170,72.5,,0.725
P3517,161,71.75,,0.7175
P3518,207,57.5,,0.575
P3519,311,48.25,,0.4825
P3520,287,48.25,,0.4825
P3521,143,44,,0.44
P3522,196,42.5,,0.425
P3523,236,52.75,,0.5275
P3524,216,47.25,,0.4725
P3525,282,47.25,,0.4725
P3526,220,25.25,,0.2525
P3527,233,2.5,,0.025
P3528,202,88.5,,0.885
P3529,191,42.75,,0.4275
P3530,190,64.75,,0.6475
P3531,150,73.5,,0.735
P3532,241,41.75,,0.4175
P3533,212,74.75,,0.7475
P3534,262,50,,0.5
P3535,149,60.5,,0.605
P3536,181,78.5,,0.785
P3537,155,56.75,,0.5675
P3538,311,35,,0.35
P3539,122,43.5,,0.435
P3540,236,47.5,,0.475
P3541,262,71.75,,0.7175
P3542,267,51.25,,0.5125
P3543,184,47.75,,0.4775
P3544,66,72.25,,0.7225
P3545,316,38.75,,0.3875
P3546,200,86.5,,0.865
P3547,128,32.25,,0.3225
P3548,84,54,,0.54
P3549,178,33,,0.33
P3550,265,60.5,,0.605
P3551,125,24.75,,0.2475
P3552,251,82.75,,0.8275
P3553,182,48.25,,0.4825
P3554,221,73.25,,0.7325
P3555,220,34.25,,0.3425
P3556,144,66,,0.66
P3557,146,12.75,,0.1275
P3558,246,71.75,,0.7175
P3559,232,25.25,,0.2525
P3560,196,66.75,,0.6675
P3561,268,80.75,,0.8075
P3562,302,70.75,,0.7075
P3563,247,53.5,,0.535
P3564,142,50.5,,0.505
P3565,271,55.5,,0.555
P3566,211,79.25,,0.7925
P3567,182,52.5,,0.525
P3568,268,53.75,,0.5375
P3569,264,43.25,,0.4325
P3570,175,61.5,,0.615
P3571,230,36,,0.36
P3572,213,86.25,,0.8625
P3573,246,76.25,,0.7625
P3574,237,63.75,,0.6375
P3575,183,59.75,,0.5975
P3576,190,36.5,,0.365
P3577,318,48,,0.48
P3578,175,58.5,,0.585
P3579,161,39.75,,0.3975
P3580,104,57,,0.57
P3581,289,40,,0.4
P3582,191,39,,0.39
P3583,136,48.25,,0.4825
P3584,120,45,,0.45
P3585,268,73.25,,0.7325
P3586,205,63.75,,0.6375
P3587,173,54.75,,0.5475
P3588,240,44.75,,0.4475
P3589,246,56,,0.56
P3590,275,30.75,,0.3075
P3591,134,53.25,,0.5325
P3592,99,61,,0.61
P3593,187,41.75,,0.4175
P3594,197,52.75,,0.5275
P3595,154,38.75,,0.3875
P3596,195,35.75,,0.3575
P3597,195,52.75,,0.5275
P3598,210,55.75,,0.5575
P3599,219,41.25,,0.4125
P3600,226,17.25,,0.1725
P3601,241,33.75,,0.3375
P3602,148,46.5,,0.465
P3603,91,51.5,,0.515
P3604,205,52,,0.52
P3605,161,49.5,,0.495
P3606,193,50.75,,0.5075
P3607,180,38.5,,0.385
P3608,271,92.25,,0.9225
P3609,265,64.5,,0.645
P3610,301,55,,0.55
P3611,134,39.75,,0.3975
P3612,264,58.5,,0.585
P3613,225,36,,0.36
P3614,158,66.25,,0.6625
P3615,285,100,,1
P3616,187,58.25,,0.5825
P3617,255,77.75,,0.7775
P3618,148,44.5,,0.445
P3619,131,80.75,,0.8075
P3620,212,57.5,,0.575
P3621,175,57,,0.57
P3622,215,37.25,,0.3725
P3623,167,42.5,,0.425
P3624,164,49.5,,0.495
P3625,238,41.75,,0.4175
P3626,252,73.25,,0.7325
P3627,172,41.75,,0.4175
P3628,198,67.5,,0.675
P3629,233,71.5,,0.715
P3630,132,62,,0.62
P3631,170,60.25,,0.6025
P3632,266,47.75,,0.4775
P3633,157,43.75,,0.4375
P3634,240,57.25,,0.5725
P3635,173,50.75,,0.5075
P3636,210,60.5,,0.605
P3637,154,4.75,,0.0475
P3638,220,52.75,,0.5275
P3639,313,66.5,,0.665
P3640,150,28.5,,0.285
P3641,251,42.5,,0.425
P3642,188,48,,0.48
P3643,168,47.75,,0.4775
P3644,106,48.25,,0.4825
P3645,193,46.5,,0.465
P3646,174,66.25,,0.6625
P3647,255,15.5,,0.155
P3648,249,41.75,,0.4175
P3649,198,40.25,,0.4025
P3650,243,63.25,,0.6325
P3651,264,49.5,,0.495
P3652,217,55.5,,0.555
P3653,265,67.5,,0.675
P3654,233,47,,0.47
P3655,231,35.25,,0.3525
P3656,157,47,,0.47
P3657,185,41,,0.41
P3658,235,58.75,,0.5875
P3659,177,65.5,,0.655
P3660,268,57,,0.57
P3661,190,27.25,,0.2725
P3662,176,21,,0.21
P3663,254,68,,0.68
P3664,194,35,,0.35
P3665,241,58,,0.58
P3666,198,39.25,,0.3925
P3667,205,60.25,,0.6025
P3668,223,41.75,,0.4175
P3669,205,74.5,,0.745
P3670,194,37.75,,0.3775
P3671,265,22.5,,0.225
P3672,206,74.25,,0.7425
P3673,192,85,,0.85
P3674,195,33.75,,0.3375
P3675,134,51,,0.51
P3676,241,33.25,,0.3325
P3677,215,44.25,,0.4425
P3678,171,40.75,,0.4075
P3679,235,55.25,,0.5525
P3680,169,61.75,,0.6175
P3681,251,74,,0.74
P3682,122,30.5,,0.305
P3683,164,81.25,,0.8125
P3684,278,91.75,,0.9175
P3685,223,51.5,,0.515
P3686,265,58,,0.58
P3687,239,70.75,,0.7075
P3688,316,46.25,,0.4625
P3689,157,32.75,,0.3275
P3690,178,70.25,,0.7025
P3691,167,50,,0.5
P3692,176,60,,0.6
P3693,251,46.5,,0.465
P3694,259,64.5,,0.645
P3695,254,31.25,,0.3125
P3696,250,43.75,,0.4375
P3697,220,30.25,,0.3025
P3698,281,19,,0.19
P3699,185,23.75,,0.2375
P3700,238,51,,0.51
P3701,203,53.75,,0.5375
P3702,146,42.25,,0.4225
P3703,180,41.5,,0.415
P3704,185,24.25,,0.2425
P3705,175,40.5,,0.405
P3706,248,23.25,,0.2325
P3707,189,73,,0.73
P3708,213,53.5,,0.535
P3709,274,45.75,,0.4575
P3710,212,64,,0.64
P3711,239,38.5,,0.385
P3712,235,56.75,,0.5675
P3713,271,62.25,,0.6225
P3714,148,46,,0.46
P3715,157,69.75,,0.6975
P3716,206,50.75,,0.5075
P3717,301,56.25,,0.5625
P3718,212,72,,0.72
P3719,135,21.5,,0.215
P3720,214,36.25,,0.3625
P3721,210,36,,0.36
P3722,234,79.75,,0.7975
P3723,243,61,,0.61
P3724,257,61.5,,0.615
P3725,191,9.25,,0.0925
P3726,134,62,,0.62
P3727,144,60,,0.6
P3728,230,52.25,,0.5225
P3729,187,42,,0.42
P3730,118,41,,0.41
P3731,254,54,,0.54
P3732,224,39.75,,0.3975
P3733,146,45,,0.45
P3734,248,83.5,,0.835
P3735,230,75.75,,0.7575
P3736,240,74.75,,0.7475
P3737,173,88,,0.88
P3738,173,44,,0.44
P3739,189,46.5,,0.465
P3740,226,36.75,,0.3675
P3741,297,79.5,,0.795
P3742,176,44.25,,0.4425
P3743,311,66,,0.66
P3744,234,51.75,,0.5175
P3745,187,46.75,,0.4675
P3746,331,63.25,,0.6325
P3747,132,40.5,,0.405
P3748,246,32.5,,0.325
P3749,76,43.75,,0.4375
P3750,109,43.5,,0.435
P3751,257,21,,0.21
P3752,220,78,,0.78
P3753,188,11.75,,0.1175
P3754,179,48.25,,0.4825
P3755,147,59.25,,0.5925
P3756,211,71.5,,0.715
P3757,259,39.75,,0.3975
P3758,143,61.5,,0.615
P3759,197,59.5,,0.595
P3760,204,53,,0.53
P3761,262,70.25,,0.7025
P3762,190,67.75,,0.6775
P3763,85,83.5,,0.835
P3764,119,40.75,,0.4075
P3765,178,49.5,,0.495
P3766,237,53.5,,0.535
P3767,184,50.25,,0.5025
P3768,318,47,,0.47
P3769,215,76,,0.76
P3770,255,33.5,,0.335
P3771,273,35,,0.35
P3772,241,46.25,,0.4625
P3773,242,46.75,,0.4675
P3774,245,41.5,,0.415
P3775,193,36.75,,0.3675
P3776,106,46,,0.46
P3777,291,89.5,,0.895
P3778,192,62.75,,0.6275
P3779,224,65,,0.65
P3780,268,55.25,,0.5525
P3781,167,39.5,,0.395
P3782,183,28,,0.28
P3783,250,38.5,,0.385
P3784,220,48.5,,0.485
P3785,83,36.25,,0.3625
P3786,174,34.75,,0.3475
P3787,176,76.75,,0.7675
P3788,210,74.25,,0.7425
P3789,163,41.5,,0.415
P3790,260,22.25,,0.2225
P3791,124,44.25,,0.4425
P3792,184,22.25,,0.2225
P3793,142,55.75,,0.5575
P3794,220,53.25,,0.5325
P3795,192,79,,0.79
P3796,157,42,,0.42
P3797,163,50.5,,0.505
P3798,202,47.25,,0.4725
P3799,230,2.5,,0.025
P3800,251,58.75,,0.5875
P3801,135,64.5,,0.645
P3802,226,42.75,,0.4275
P3803,236,28.75,,0.2875
P3804,101,36,,0.36
P3805,202,50.25,,0.5025
P3806,257,79.75,,0.7975
P3807,178,66,,0.66
P3808,99,41,,0.41
P3809,188,56,,0.56
P3810,218,86.25,,0.8625
P3811,229,15.75,,0.1575
P3812,213,26.5,,0.265
P3813,216,59.25,,0.5925
P3814,232,41,,0.41
P3815,245,52,,0.52
P3816,44,43.5,,0.435
P3817,199,44.5,,0.445
P3818,93,85.25,,0.8525
P3819,198,34.25,,0.3425
P3820,215,64.5,,0.645
P3821,276,57.25,,0.5725
P3822,215,41,,0.41
P3823,202,77.25,,0.7725
P3824,265,63,,0.63
P3825,195,29.75,,0.2975
P3826,226,51,,0.51
P3827,209,62.5,,0.625
P3828,163,58,,0.58
P3829,189,46.25,,0.4625
P3830,212,38.25,,0.3825
P3831,284,55.25,,0.5525
P3832,136,33,,0.33
P3833,198,51.25,,0.5125
P3834,202,71,,0.71
P3835,220,47.25,,0.4725
P3836,300,48.5,,0.485
P3837,163,73.75,,0.7375
P3838,185,57,,0.57
P3839,222,69.75,,0.6975
P3840,123,59,,0.59
P3841,170,84.25,,0.8425
P3842,251,78.25,,0.7825
P3843,157,47.5,,0.475
P3844,179,69.75,,0.6975
P3845,268,61.5,,0.615
P3846,222,44.75,,0.4475
P3847,175,57.5,,0.575
P3848,262,46.75,,0.4675
P3849,170,54.75,,0.5475
P3850,153,46.75,,0.4675
P3851,218,73.25,,0.7325
P3852,203,30,,0.3
P3853,291,49.75,,0.4975
P3854,195,35,,0.35
P3855,217,22.75,,0.2275
P3856,267,40.75,,0.4075
P3857,171,59,,0.59
P3858,200,100,,1
P3859,170,12.75,,0.1275
P3860,195,55.25,,0.5525
P3861,269,43.75,,0.4375
P3862,214,36.5,,0.365
P3863,113,51.5,,0.515
P3864,216,58.5,,0.585
P3865,239,40.75,,0.4075
P3866,229,53,,0.53
P3867,144,54.75,,0.5475
P3868,141,83,,0.83
P3869,234,30,,0.3
P3870,200,66.75,,0.6675
P3871,101,35.5,,0.355
P3872,136,58.25,,0.5825
P3873,194,59.25,,0.5925
P3874,296,70.25,,0.7025
P3875,273,30.75,,0.3075
P3876,172,17.25,,0.1725
P3877,215,62.25,,0.6225
P3878,215,32.75,,0.3275
P3879,158,54.25,,0.5425
P3880,301,40.5,,0.405
P3881,179,47.25,,0.4725
P3882,91,57.25,,0.5725
P3883,190,42.75,,0.4275
P3884,140,27.5,,0.275
P3885,170,24.5,,0.245
P3886,132,42.5,,0.425
P3887,192,62.5,,0.625
P3888,229,60.5,,0.605
P3889,188,37.75,,0.3775
P3890,100,45.75,,0.4575
P3891,175,70.25,,0.7025
P3892,207,76.75,,0.7675
P3893,173,55.25,,0.5525
P3894,199,66.25,,0.6625
P3895,266,42.75,,0.4275
P3896,119,52.25,,0.5225
P3897,238,79,,0.79
P3898,178,55.5,,0.555
P3899,280,74.5,,0.745
P3900,236,57.75,,0.5775
P3901,213,50.25,,0.5025
P3902,189,62.25,,0.6225
P3903,222,80.25,,0.8025
P3904,208,67.5,,0.675
P3905,158,51.25,,0.5125
P3906,164,61,,0.61
P3907,64,79.75,,0.7975
P3908,254,21,,0.21
P3909,226,42,,0.42
P3910,355,41.25,,0.4125
P3911,208,49.5,,0.495
P3912,299,58.75,,0.5875
P3913,257,52,,0.52
P3914,217,72.5,,0.725
P3915,251,30.25,,0.3025
P3916,154,57.75,,0.5775
P3917,138,25,,0.25
P3918,362,85,,0.85
P3919,205,40.75,,0.4075
P3920,329,44.75,,0.4475
P3921,138,23.25,,0.2325
P3922,244,55.25,,0.5525
P3923,246,76.25,,0.7625
P3924,321,20.25,,0.2025
P3925,249,74.5,,0.745
P3926,184,53.25,,0.5325
P3927,121,77.5,,0.775
P3928,154,81,,0.81
P3929,215,71.75,,0.7175
P3930,255,46,,0.46
P3931,203,72.25,,0.7225
P3932,237,37,,0.37
P3933,247,34.5,,0.345
P3934,204,71.5,,0.715
P3935,140,61.5,,0.615
P3936,236,52.75,,0.5275
P3937,202,38.5,,0.385
P3938,237,43.75,,0.4375
P3939,212,48.75,,0.4875
P3940,211,45.75,,0.4575
P3941,149,84.5,,0.845
P3942,214,56.5,,0.565
P3943,292,50.5,,0.505
P3944,203,52.5,,0.525
P3945,206,49.75,,0.4975
P3946,190,92.5,,0.925
P3947,245,51.75,,0.5175
P3948,241,49.25,,0.4925
P3949,238,78,,0.78
P3950,246,61,,0.61
P3951,190,30.75,,0.3075
P3952,159,76.25,,0.7625
P3953,161,45.75,,0.4575
P3954,157,68.5,,0.685
P3955,155,62.25,,0.6225
P3956,207,35.75,,0.3575
P3957,75,69.5,,0.695
P3958,254,53.25,,0.5325
P3959,168,76.5,,0.765
P3960,206,31.75,,0.3175
P3961,167,55.5,,0.555
P3962,131,67.5,,0.675
P3963,190,36.5,,0.365
P3964,167,59.5,,0.595
P3965,141,51.5,,0.515
P3966,142,61.75,,0.6175
P3967,120,29,,0.29
P3968,130,37,,0.37
P3969,185,41,,0.41
P3970,227,53,,0.53
P3971,170,66.25,,0.6625
P3972,203,64.5,,0.645
P3973,283,40.5,,0.405
P3974,217,23.25,,0.2325
P3975,173,78.25,,0.7825
P3976,239,30.5,,0.305
P3977,150,61.75,,0.6175
P3978,180,26.5,,0.265
P3979,214,48.25,,0.4825
P3980,260,58,,0.58
P3981,224,51.25,,0.5125
P3982,268,42.5,,0.425
P3983,159,90,,0.9
P3984,260,40,,0.4
P3985,176,71,,0.71
P3986,155,38.5,,0.385
P3987,208,53.75,,0.5375
P3988,189,25.5,,0.255
P3989,202,49,,0.49
P3990,286,67.25,,0.6725
P3991,247,43.5,,0.435
P3992,225,83,,0.83
P3993,129,35,,0.35
P3994,125,45,,0.45
P3995,182,47.25,,0.4725
P3996,182,55,,0.55
P3997,113,59.5,,0.595
P3998,253,62,,0.62
P3999,217,66.25,,0.6625
P4000,236,56.5,,0.565
P4001,184,69.75,,0.6975
P4002,251,43.75,,0.4375
P4003,109,33.25,,0.3325
P4004,251,83.5,,0.835
P4005,249,75.25,,0.7525
P4006,243,19.25,,0.1925
P4007,218,61.25,,0.6125
P4008,358,57.75,,0.5775
P4009,251,53.5,,0.535
P4010,169,57.75,,0.5775
P4011,181,59,,0.59
P4012,218,35.25,,0.3525
P4013,217,36.25,,0.3625
P4014,157,46,,0.46
P4015,270,40.75,,0.4075
P4016,205,36.5,,0.365
P4017,268,52.25,,0.5225
P4018,132,49.25,,0.4925
P4019,290,58.75,,0.5875
P4020,223,79,,0.79
P4021,258,34.75,,0.3475
P4022,131,22.75,,0.2275
P4023,126,48.25,,0.4825
P4024,119,59,,0.59
P4025,174,28.25,,0.2825
P4026,241,59.25,,0.5925
P4027,249,60.25,,0.6025
P4028,212,73.25,,0.7325
P4029,288,49,,0.49
P4030,180,56.25,,0.5625
P4031,97,78,,0.78
P4032,135,73.25,,0.7325
P4033,257,37.75,,0.3775
P4034,202,65.5,,0.655
P4035,253,83.25,,0.8325
P4036,260,97,,0.97
P4037,123,42,,0.42
P4038,249,39.75,,0.3975
P4039,195,56.5,,0.565
P4040,120,63.75,,0.6375
P4041,289,47.25,,0.4725
P4042,214,28.5,,0.285
P4043,217,62.75,,0.6275
P4044,169,76.25,,0.7625
P4045,200,76.5,,0.765
P4046,207,55.5,,0.555
P4047,232,50.25,,0.5025
P4048,262,46.75,,0.4675
P4049,121,25.75,,0.2575
P4050,242,45.5,,0.455
P4051,216,40.75,,0.4075
P4052,253,44,,0.44
P4053,158,35,,0.35
P4054,327,51.75,,0.5175
P4055,169,51.75,,0.5175
P4056,286,55.75,,0.5575
P4057,212,63,,0.63
P4058,286,14.5,,0.145
P4059,249,64.5,,0.645
P4060,313,41.75,,0.4175
P4061,274,57,,0.57
P4062,169,64.25,,0.6425
P4063,227,70,,0.7
P4064,256,61.75,,0.6175
P4065,221,31,,0.31
P4066,231,67.75,,0.6775
P4067,226,85,,0.85
P4068,179,33.5,,0.335
P4069,132,59,,0.59
P4070,199,44.25,,0.4425
P4071,214,48.25,,0.4825
P4072,168,33.5,,0.335
P4073,209,9.25,,0.0925
P4074,271,74,,0.74
P4075,243,28.25,,0.2825
P4076,166,37.5,,0.375
P4077,301,32.5,,0.325
P4078,128,15.25,,0.1525
P4079,252,80.25,,0.8025
P4080,172,34.5,,0.345
P4081,216,61.5,,0.615
P4082,220,65.25,,0.6525
P4083,287,45,,0.45
P4084,187,49,,0.49
P4085,202,37,,0.37
P4086,335,41.5,,0.415
P4087,239,69,,0.69
P4088,292,41.75,,0.4175
P4089,233,44,,0.44
P4090,233,79,,0.79
P4091,213,64.75,,0.6475
P4092,196,42,,0.42
P4093,209,34.25,,0.3425
P4094,245,29.75,,0.2975
P4095,243,25,,0.25
P4096,261,42,,0.42
P4097,231,47.25,,0.4725
P4098,199,43.75,,0.4375
P4099,276,41,,0.41
P4100,228,40.5,,0.405
P4101,255,74.75,,0.7475
P4102,103,41,,0.41
P4103,112,70.75,,0.7075
P4104,238,65.75,,0.6575
P4105,201,46.75,,0.4675
P4106,247,74.5,,0.745
P4107,169,61.75,,0.6175
P4108,178,51.75,,0.5175
P4109,253,41.25,,0.4125
P4110,177,59,,0.59
P4111,189,54,,0.54
P4112,247,79.75,,0.7975
P4113,131,46.5,,0.465
P4114,272,46.75,,0.4675
P4115,220,30,,0.3
P4116,238,63.75,,0.6375
P4117,202,52,,0.52
P4118,228,79.5,,0.795
P4119,285,48,,0.48
P4120,234,49.25,,0.4925
P4121,109,64.5,,0.645
